evidence_id,source,domain,url,title,observed_evidence,classified_model,functional_clarity_1_5,minimalism_1_5,mobile_1_5,reduced_motion_1_5,cms_resilience_1_5,motion_cost_1_5,smyc_fit_1_5,verdict,evidence_confidence,decision_rationale,access_limitation,cohort
291,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-485/,Weekly Designers Update #485 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #485 | From Muzli Picks | Mobile Apps Design and Development for Startups | Polecat Agency | Sundae Creative | A new generation communications agency",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
292,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-486/,Weekly Designers Update #486 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #486 | From Muzli Picks | Lumos | We are Büro",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
293,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-487/,Weekly Designers Update #487 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #487 | From Muzli Picks | NIKI Studio | Analogue aF-1 | Just point and shoot.",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
294,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-488/,Weekly Designers Update #488 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #488 | From Muzli Picks | Gianluca Gradogna — Multidisciplinary Designer | HiKeys — 1977",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
295,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-489/,Weekly Designers Update #489 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #489 | From Muzli Picks | Lacoste — Members Experience | Fondation Ahadi | Unies par le handicap, puissantes par notre leadership !",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
296,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-490/,Weekly Designers Update #490 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #490 | From Muzli Picks | Emmpo | Fiddle.Digital Design Agency",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
297,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-491/,Weekly Designers Update #491 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #491 | From Muzli Picks | WHO IS GUILTY: Designers vs. developers | FRANKY’S | Get a hat",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
298,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-492/,Weekly Designers Update #492 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #492 | From Muzli Picks | Yellow Fellow | OddCommon",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
299,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-493/,Weekly Designers Update #493 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #493 | From Muzli Picks | Astral Frontier | A Journey Across Distant Worlds | Midlife Engineering — Sound therapy for a harmonious mind",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
300,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-494/,Weekly Designers Update #494 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #494 | From Muzli Picks | Turn your logo into liquid metal | Paper | 1X Technologies | Safe, Intelligent Humanoids",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
301,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-495/,Weekly Designers Update #495 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #495 | From Muzli Picks | SoScale | Because content is what matters | Sui Overflow 2025 Hackathon",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
302,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-498/,Weekly Designers Update #498 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #498 | 🔥 Must-See Design Picks | Artpill Studio — A Playful Journey Through Design | 21-TSI — Redefining Sports Innovation",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
303,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-500/,Weekly Designers Update #500 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #500 | …… | 🔥 Must-See Design Picks | UI in Real Life — When Iconic Screens Step Into Our World",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
304,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-503/,Weekly Designers Update #503 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends—your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #503 | 🔥 Must-See Design Picks | Topology VC | Decathlon Quechua — SS25 Lookbook",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
305,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-504/,Weekly Designers Update #504 | Muzli Blog,"메타: Design inspiration, cutting-edge tools, and must-see projects—this week’s roundup is packed with creative fuel for every designer. / 관찰 소제목: Weekly Designers Update #504 | 🔥 Must-See Design Picks | Inkwell | Rabbits Black",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
306,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-505/,Weekly Designers Update #505 | Muzli Blog,"메타: A weekly roundup of standout web design, bold experiments, fresh tools, and what the design world is buzzing about right now. / 관찰 소제목: Weekly Designers Update #505 | 🔥 Must-See Design Picks | The Best You — by Klook | Tracing Art by Getty",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
307,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-506/,Weekly Designers Update #506 | Muzli Blog,"메타: Fresh design inspiration, smart tools, and creative highlights from around the web. / 관찰 소제목: Weekly Designers Update #506 | 🔥 Must-See Design Picks | Gucci The Art of Silk | For the creators of tomorrow | GO-SEE",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
308,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-507/,Weekly Designers Update #507 | Muzli Blog,"메타: Design inspiration, cutting-edge tools, and must-see projects—this week’s roundup is packed with creative fuel for every designer. / 관찰 소제목: Weekly Designers Update #507 | 🔥 Must-See Design Picks | LEOLEO Studio — Brand design, identity & custom websites | Sunny Bonnell | Author, Visionary Leadership Expert, Speaker",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
309,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-509/,Weekly Designers Update #509 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #509 | 🔥 Must-See Design Picks | Telescope | SAMI — Influence Marketing & Personal Brands",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
310,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-512/,Weekly Designers Update #512 | Muzli Blog,"메타: Design inspiration, cutting-edge tools, and must-see projects—this week’s roundup is packed with creative fuel for every designer. / 관찰 소제목: Weekly Designers Update #512 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | 🚀🚀 Introducing Muzli Me",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
311,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-515/,Weekly Designers Update #515 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #515 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Flowee — Coffee Beans, Brewing Tools & Com",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
312,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-516/,Weekly Designers Update #516 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #516 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Viva La Labia",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
313,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-518/,Weekly Designers Update #518 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends—your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #518 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Maggie App",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
314,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-521/,Weekly Designers Update #521 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #521 | 🏆 Muzli Community Uploads | ATMOS® Lamp by AYOCIN | WaxyWeb — Design & Development Agency",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
315,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-522/,Weekly Designers Update #522 | Muzli Blog,"메타: Web design inspiration, weekly recap / 관찰 소제목: Weekly Designers Update #522 | 🏆 Muzli Community Uploads | Le Journal Society | OXELIS — Fashion Website Design & Landing Page",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
316,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-523/,Weekly Designers Update #523 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #523 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Blossom",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
317,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-524/,Weekly Designers Update #524 | Muzli Blog,"메타: Design inspiration, cutting-edge tools, and must-see projects—this week’s roundup is packed with creative fuel for every designer. / 관찰 소제목: Weekly Designers Update #524 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | DePoly; Bringing Enhanced Recycling Full-C",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
318,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-525/,Weekly Designers Update #525 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #525 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | MO4 performance controller Website",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
319,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-527/,Weekly Designers Update #527 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #527 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Frmt: Alphabet [Tubes & Wires]",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
320,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-528/,Weekly Designers Update #528 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #528 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Animated Website for a Wellness Brand",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
321,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-530/,Weekly Designers Update #530 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #530 | 🏆 Muzli Community Uploads | Tweet | Animal Futures",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
322,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-531/,Weekly Designers Update #531 | Muzli Blog,"메타: Design inspiration, cutting-edge tools, and must-see projects—this week’s roundup is packed with creative fuel for every designer. / 관찰 소제목: Weekly Designers Update #531 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | House Of Corto ⏤ eShop",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
323,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-532/,Weekly Designers Update #532 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #532 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🏆 Muzli Community Uploads | Gen Z Broke the Marketing Funnel Part II:",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
324,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-536/,Weekly Designers Update #536 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #536 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Bruno’s",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
325,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-537/,Weekly Designers Update #537 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #537 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Ironhill | A place the maps won’t show",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
326,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-538/,Weekly Designers Update #538 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #538 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Nicola Romei",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
327,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-539/,Weekly Designers Update #539 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #539 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | ©Design by Dylan",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
328,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-540/,Weekly Designers Update #540 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #540 | 🔥 Must-See Design Picks | Jesko Jets® | Vibrant Wellness | Interactive Digital Health Experience",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
329,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-542/,Weekly Designers Update #542 | Muzli Blog,"메타: A curated roundup of cutting-edge design projects, tools, and trends, your weekly creative boost from Muzli. / 관찰 소제목: Weekly Designers Update #542 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | СropTab — Highly Efficient Fertilizer",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
330,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-544/,Weekly Designers Update #544 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #544 | Must-See Design Picks | MACHINEZERO | MoMoney",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
331,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-545/,Weekly Designers Update #545 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #545 | 🔥 Must-See Design Picks | Where Worlds Take Shape | MindJoin | Where computation meets power",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
332,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-546/,Weekly Designers Update #546 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #546 | 🔥 Must-See Design Picks | Threejs Conf Paris | Utopia Tokyo",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
333,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-548/,Weekly Designers Update #548 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #548 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Champions For Good Club",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
334,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-549/,Weekly Designers Update #549 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and fresh ideas shaping the industry. / 관찰 소제목: Weekly Designers Update #549 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and fresh ideas shaping the industry. | 🔥 Must-See Design Picks | Oryzo AI",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
335,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-550/,Weekly Designers Update #550 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and fresh ideas shaping the industry. / 관찰 소제목: Weekly Designers Update #550 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Web Rewind",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
336,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-551/,Weekly Designers Update #551 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #551 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Shopify Design",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
337,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-552/,Weekly Designers Update #552 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and standout creative work. / 관찰 소제목: Weekly Designers Update #552 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and standout creative work. | 🔥 Must-See Design Picks | Ivress",excluded,2,2,2,2,2,4,2,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
338,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-553/,Weekly Designers Update #553 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #553 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Amazonia",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
339,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-554/,Weekly Designers Update #554 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #554 | 🔥 Must-See Design Picks | Razorpay Sprint 2026: The Age of AI-Native Payments | Looper by basement.studio",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
340,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-555/,Weekly Designers Update #555 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #555 | 🔥 Must-See Design Picks | Major Media Agency | Upperquad",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
341,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-556/,Weekly Designers Update #556 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #556 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Hashgraph Ventures | AI & Blockchain Venture",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
342,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-557/,Weekly Designers Update #557 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #557 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | BRIK",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
343,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-558/,Weekly Designers Update #558 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #558 | 🔥 Must-See Design Picks | AI in Design Report 2026 | Cyera AI Guardian | Secure the Unknown",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
