analysis_id,original_evidence_id,evidence_origin,option_code,option_name,source,domain,url,title,observed_evidence,source_pattern,relation_basis,evidence_strength_1_5,smyc_minimalism_fit_1_10,cognitive_clarity_1_10,motion_risk_1_10,recommendation_role,classification_note
123,55,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/planetooote-digital-obsession,PLANETOOOTE :Digital Obsession - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive,공유 원근·깊이,immersive,4,5,6,8,comparative evidence,채택
124,266,679-row verified ledger reclassification,D,겹침 스택,onepagelove.com,onepagelove.com,https://onepagelove.com/sarah-matt-wedding,Sarah & Matt Wedding — One Page Website Award,"메타: Beautifully crafted One Pager sharing details about the wedding celebration of Sarah & Matt, taking place at Excelsior in Lancaster, Pennsylvania. The interactive hero, 3D invitati / 관찰 소제목: Sarah & Matt Wedding | Similar One Page Websites | Framer - Build better sites, faster | Rendez-vous Francéclat",3D·공간 깊이,3d,3,6,6,8,comparative evidence,검토
125,270,679-row verified ledger reclassification,D,겹침 스택,onepagelove.com,onepagelove.com,https://onepagelove.com/simplesketche,SimpleSketche — One Page Website Award,"메타: An incredible 3D cube portfolio showcasing SimpleSketche, the 3D design services of Yankun Yang. / 관찰 소제목: SimpleSketche | Similar One Page Websites | Framer - Build better sites, faster | Marina Rachello",3D·공간 깊이,3d,3,6,6,8,comparative evidence,검토
126,256,679-row verified ledger reclassification,D,겹침 스택,onepagelove.com,onepagelove.com,https://onepagelove.com/og-generator,OG Image Generator - One Page Love,"메타: Paste a URL — get three designer-grade Open Graph cards in seconds. Edit any field and download the result as a JPG, ready for your <head>. / 관찰 소제목: OG Image Generator | Try a recent One Pager | ' + e.label + ' ' + e.sel + '",큐레이션·시각 위계,cards,2,6,7,7,comparative evidence,검토
127,357,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2023/04/27/building-a-webgl-carousel-with-react-three-fiber-and-gsap/,Building a WebGL Carousel with React Three Fiber and GSAP,"Learn how to create an interactive 3D carousel using WebGL, React Three Fiber, and GSAP with this step-by-step tutorial.",공간 깊이 / 캐러셀,"3d, webgl, carousel",5,5,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
128,513,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/13/how-to-build-an-immersive-3d-circular-carousel-in-wordpress-using-droip/,How to Build an Immersive 3D Circular Carousel in WordPress Using Droip,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, carousel",공유 원근·깊이 | 캐러셀·순환,"3d, carousel, immersive",5,5,6,8,comparative evidence,채택
129,530,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/10/crafting-generative-css-worlds/,Crafting Generative CSS Worlds,Learn how stacked grids and 3D transforms can bring heightmaps to life using nothing but the power of CSS.,공간 깊이,"stack, 3d",5,6,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
130,363,679-row verified ledger reclassification,D,겹침 스택,tympanus.net,tympanus.net,https://tympanus.net/codrops/2023/12/01/creating-a-3d-perspective-carousel-with-css/,creating-a-3d-perspective-carousel-with-css,메타: 설명 없음,큐레이션·시각 위계,"3d, perspective, carousel",4,6,7,8,comparative evidence,검토
131,45,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/nexola-agencys-website,NEXOLA - Agency’s Website - Awwwards Honorable Mention,"Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: animation, portfolio",모션·전환 | 미니멀·편집,,3,7,6,7,comparative evidence,채택
132,67,679-row verified ledger reclassification,D,겹침 스택,Awwwards,awwwards.com,https://www.awwwards.com/sites/viacheslav-novoseltsev,Viacheslav Novoseltsev - Awwwards Honorable Mention,Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: portfolio,미니멀·편집,,3,7,6,7,comparative evidence,보조 채택
133,409,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/01/24/developer-spotlight-mario-sanchez-maselli/,Developer Spotlight: Mario Sanchez Maselli,"Meet Mario, developer &#038; co-founder of Non-Linear Studio. Specializing in interactive design, animation, 3D, WebGL, &#038; creative development.",공간 깊이 / 모션,"3d, webgl",5,5,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
134,437,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/04/08/3d-world-in-the-browser-with-blender-and-three-js/,Building a Fully-Featured 3D World in the Browser with Blender and Three.js,"Go behind the scenes of an immersive 3D museum built with Blender and Three.js, and explore the creative process, technical decisions, and browser-ready workflow that brought it to life.",공간 깊이,"3d, immersive",5,5,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
135,483,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/06/building-aether-1-sound-without-boundaries/,Building Aether 1: Sound Without Boundaries,"A case study on Aether 1, where 3D, sound, and WebGL merge into an unbounded experience.",공간 깊이,"3d, webgl",5,5,6,8,comparative evidence,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
136,501,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/09/18/creating-an-immersive-3d-weather-visualization-with-react-three-fiber/,Creating an Immersive 3D Weather Visualization with React Three Fiber,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, interactive",공유 원근·깊이 | 모션·전환,"3d, immersive",5,5,6,8,comparative evidence,채택
137,514,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/14/the-underdogs-crown-clay-boans-3d-playground-of-design-motion-and-gsap-magic/,"The Underdog’s Crown: Clay Boan’s 3D Playground of Design, Motion, and GSAP Magic","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation, motion, gsap, portfolio",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"3d, webgl",5,6,6,8,comparative evidence,채택
138,534,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/20/behind-the-kai-design-dept-experience-webgl-line-blur-video-scrubbing-and-3d-animation/,"Behind the KAI Design Dept. Experience: WebGL Line Blur, Video Scrubbing, and 3D Animation","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation",공유 원근·깊이 | 모션·전환,"3d, webgl",5,5,6,8,comparative evidence,채택
139,580,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/17/reactive-depth-building-a-scroll-driven-3d-image-tube-with-react-three-fiber/,Reactive Depth: Building a Scroll-Driven 3D Image Tube with React Three Fiber,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, infinite, loop, motion, scroll",공유 원근·깊이 | 캐러셀·순환 | 모션·전환,"3d, depth",5,6,6,8,comparative evidence,채택
140,603,679-row verified ledger reclassification,D,겹침 스택,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/24/digital-craft-wild-soul-building-san-ritas-topographic-web-experience/,"Digital Craft, Wild Soul: Building San Rita’s Topographic Web Experience","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, motion, portfolio",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"3d, immersive",5,6,6,8,comparative evidence,채택
141,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,Figma Help,help.figma.com,https://help.figma.com/hc/en-us/articles/360040450253-Masks,Masks in Figma,마스크는 원본 오브젝트를 비파괴적으로 보존한 채 보이는 영역만 제한한다.,official guidance / perception research,포켓 전면 가리개와 전체 템플릿을 별도 레이어로 유지해야 한다는 직접 도구 근거.,5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
142,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,Figma Help,help.figma.com,https://help.figma.com/hc/en-us/articles/360041488473-Apply-effects-to-layers,Apply effects to layers,레이어별 그림자·블러·투명도 효과를 독립적으로 적용할 수 있다.,official guidance / perception research,"후면 벽, 포켓 안쪽, 전면 립의 명암을 분리해 깊이를 만들 수 있다는 구현 근거.",5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
143,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,Figma,www.figma.com,https://www.figma.com/best-practices/groups-versus-frames/,Groups versus frames,프레임은 클리핑·제약·레이아웃을 가진 구조적 컨테이너다.,official guidance / perception research,좌우 포켓을 단순 잘라내기가 아니라 독립 프레임과 전면 가리개로 구성해야 한다는 근거.,5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
144,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC5871781/,Occlusion contours and border ownership,가림 윤곽과 경계 소유권은 앞·뒤 물체의 깊이 해석에 핵심 단서를 제공한다.,official guidance / perception research,전면 건축 레이어가 템플릿 가장자리를 덮어야 내부에 들어간 것으로 읽힌다는 시지각 근거.,5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
145,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC5731627/,T-junctions and depth order,T-junction은 가려진 윤곽과 가리는 윤곽의 깊이 순서를 전달한다.,official guidance / perception research,좌우 템플릿의 일부를 전면 포켓 경계가 덮을 때 깊이가 자연스럽게 생기는 근거.,5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
146,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC3485797/,Depth perception from occlusion,부분 가림은 상대 깊이를 강하게 지각시키는 단안 단서다.,official guidance / perception research,과도한 원근 회전 없이도 일부 노출과 가림만으로 깊이를 만들 수 있다는 근거.,5,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
147,,official/accessibility/perception supplemental source,A,건축 포켓에 일부 노출,Autodesk,help.autodesk.com,https://help.autodesk.com/cloudhelp/2025/ENU/Revit-HaveYouTried/files/GUID-4C06C282-C106-4285-B677-1C5D3481717E.htm,Depth cueing,거리가 멀수록 선·톤의 강도를 낮추는 깊이 단서가 사용된다.,official guidance / perception research,좌우 비활성 템플릿과 포켓 후면의 대비를 중앙보다 낮춰 원근감을 주는 근거.,4,9,8,2,official direct support,본문 원칙을 직접 재확인한 보충 근거
148,,official/accessibility/perception supplemental source,B,완전 숨김 후 전환 시 등장,W3C WAI,www.w3.org,https://www.w3.org/WAI/tutorials/carousels/animations/,Carousel animations,전환 중 현재·다음 슬라이드가 함께 보일 수 있으나 활성 상태와 보조기술 노출을 명확히 관리해야 한다.,official guidance / perception research,숨김 항목이 진입할 때 시각·접근성 상태를 동기화해야 한다는 근거.,5,7,6,6,official constraint,본문 원칙을 직접 재확인한 보충 근거
149,,official/accessibility/perception supplemental source,B,완전 숨김 후 전환 시 등장,W3C WAI,www.w3.org,https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html,Understanding Animation from Interactions,상호작용으로 시작되는 비필수 이동 애니메이션은 끌 수 있어야 하며 prefers-reduced-motion을 지원할 수 있다.,official guidance / perception research,완전 숨김 뒤 장거리 슬라이드 진입을 기본값으로 쓰기 어려운 접근성 근거.,5,7,6,6,official constraint,본문 원칙을 직접 재확인한 보충 근거
150,,official/accessibility/perception supplemental source,C,중앙 1개만 교체·크로스페이드,W3C WAI,www.w3.org,https://www.w3.org/WAI/ARIA/apg/patterns/carousel/,ARIA Authoring Practices Guide: Carousel Pattern,일반적인 캐러셀은 한 번에 한 슬라이드를 표시하고 이전·다음 제어 및 비활성 슬라이드 숨김을 명확히 한다.,official guidance / perception research,중앙 단일 항목과 명시적 제어가 가장 예측 가능한 접근성 기준이라는 근거.,5,10,10,1,official direct support,본문 원칙을 직접 재확인한 보충 근거
151,,official/accessibility/perception supplemental source,C,중앙 1개만 교체·크로스페이드,W3C WAI,www.w3.org,https://www.w3.org/WAI/tutorials/carousels/,Carousels Tutorial,캐러셀 콘텐츠는 발견하기 어려울 수 있으므로 명확한 탐색·상태·정지 제어가 필요하다.,official guidance / perception research,모바일·감소 모션에서는 중앙 단일 항목과 인덱스·버튼을 유지해야 한다는 근거.,5,10,10,1,official direct support,본문 원칙을 직접 재확인한 보충 근거
152,,official/accessibility/perception supplemental source,C,중앙 1개만 교체·크로스페이드,W3C WAI,www.w3.org,https://www.w3.org/WAI/WCAG22/Understanding/on-input.html,Understanding On Input,입력에 따른 맥락 변화는 사용자가 예측할 수 있어야 한다.,official guidance / perception research,텍스트·날짜·장소·활성 인덱스를 템플릿과 동시에 교체해야 한다는 근거.,5,10,10,1,official direct support,본문 원칙을 직접 재확인한 보충 근거
