id,source,domain,url,title,observable_pattern,evidence,decision,reason,verification
128,Codrops,tympanus.net,https://tympanus.net/codrops/2026/01/09/the-spark-engineering-an-immersive-story-first-web-experience/,"The Spark: Engineering an Immersive, Story-First Web Experience",공유 원근·깊이 | 모션·전환 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, immersive, motion, scroll, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
129,Codrops,tympanus.net,https://tympanus.net/codrops/2025/12/10/simulating-life-in-the-browser-creating-a-living-particle-system-for-the-untillabs-website/,Simulating Life in the Browser: Creating a Living Particle System for the UntilLabs Website,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
130,Codrops,tympanus.net,https://tympanus.net/codrops/2025/12/08/building-with-perfect-pitch-how-fiddle-digital-composes-high-performance-digital-experiences/,Building With Perfect Pitch: How Fiddle.Digital Composes High-Performance Digital Experiences,공유 원근·깊이 | 레이어·마스크 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, reveal, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
131,Codrops,tympanus.net,https://tympanus.net/codrops/2025/12/04/crafting-nature-beyond-technology-a-project-from-roots-to-leaves/,Crafting Nature Beyond Technology: A Project from Roots to Leaves,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
132,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/29/building-the-monolith-composable-rendering-systems-for-a-13-scene-webgl-epic/,Building The Monolith: Composable Rendering Systems for a 13-Scene WebGL Epic,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, transition",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
133,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/27/letting-the-creative-process-shape-a-webgl-portfolio/,Letting the Creative Process Shape a WebGL Portfolio,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
134,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/20/behind-the-kai-design-dept-experience-webgl-line-blur-video-scrubbing-and-3d-animation/,"Behind the KAI Design Dept. Experience: WebGL Line Blur, Video Scrubbing, and 3D Animation",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
135,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/19/how-to-build-cinematic-3d-scroll-experiences-with-gsap/,How to Build Cinematic 3D Scroll Experiences with GSAP,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, three.js, immersive, motion, scroll, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
136,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/11/building-a-3d-infinite-carousel-with-reactive-background-gradients/,Building a 3D Infinite Carousel with Reactive Background Gradients,공유 원근·깊이 | 캐러셀·순환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, infinite",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
137,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/05/animating-a-3d-scene-with-splines-new-timeline-tool/,Animating a 3D Scene with Spline’s New Timeline Tool,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
138,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/04/creating-3d-scroll-driven-text-animations-with-css-and-gsap/,Creating 3D Scroll-Driven Text Animations with CSS and GSAP,공유 원근·깊이 | 모션·전환 | 성능·접근성,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation, scroll, gsap, performance",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
139,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/14/the-underdogs-crown-clay-boans-3d-playground-of-design-motion-and-gsap-magic/,"The Underdog’s Crown: Clay Boan’s 3D Playground of Design, Motion, and GSAP Magic",공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation, motion, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
140,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/13/how-to-build-an-immersive-3d-circular-carousel-in-wordpress-using-droip/,How to Build an Immersive 3D Circular Carousel in WordPress Using Droip,공유 원근·깊이 | 캐러셀·순환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, carousel",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
141,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/07/ponpon-mania-how-webgl-and-gsap-bring-a-comic-sheeps-dream-to-life/,Ponpon Mania: How WebGL and GSAP Bring a Comic Sheep’s Dream to Life,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interactive, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
142,Codrops,tympanus.net,https://tympanus.net/codrops/2025/09/18/creating-an-immersive-3d-weather-visualization-with-react-three-fiber/,Creating an Immersive 3D Weather Visualization with React Three Fiber,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
143,Codrops,tympanus.net,https://tympanus.net/codrops/2025/09/10/reality-meets-emotion-the-3d-storytelling-of-celia-lopez/,Reality meets Emotion: The 3D Storytelling of Célia Lopez,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
144,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/20/exporting-a-cloth-simulation-from-blender-to-an-interactive-three-js-scene/,Exporting a Cloth Simulation from Blender to an Interactive Three.js Scene,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
145,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/07/designer-spotlight-julie-marting/,Designer Spotlight: Julie Marting,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
146,Codrops,tympanus.net,https://tympanus.net/codrops/2025/07/30/interactive-webgl-backgrounds-a-quick-guide-to-bayer-dithering/,Interactive WebGL Backgrounds: A Quick Guide to Bayer Dithering,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
147,Codrops,tympanus.net,https://tympanus.net/codrops/2025/07/22/interactive-text-destruction-with-three-js-webgpu-and-tsl/,"Interactive Text Destruction with Three.js, WebGPU, and TSL",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
148,Codrops,tympanus.net,https://tympanus.net/codrops/2025/07/09/how-to-create-kinetic-image-animations-with-react-three-fiber/,How To Create Kinetic Image Animations with React Three Fiber,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
149,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/30/invisible-forces-the-making-of-phantom-lands-interactive-grid-and-3d-face-particle-system/,Invisible Forces: The Making of Phantom.land’s Interactive Grid and 3D Face Particle System,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, interactive, gsap, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
150,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/25/designing-truekind-a-skincare-brands-journey-through-moodboards-motion-and-meaning/,"Designing TrueKind: A Skincare Brand’s Journey Through Moodboards, Motion, and Meaning",레이어·마스크 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, motion, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
151,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/18/coding-a-3d-audio-visualizer-with-three-js-gsap-web-audio-api/,"Coding a 3D Audio Visualizer with Three.js, GSAP & Web Audio API",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, motion, gsap",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
152,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/17/building-an-infinite-marquee-along-an-svg-path-with-react-motion/,Building an Infinite Marquee Along an SVG Path with React & Motion,캐러셀·순환 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: infinite, motion",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
153,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/12/developer-spotlight-robin-payot/,Developer Spotlight: Robin Payot,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
154,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/11/building-an-infinite-parallax-grid-with-gsap-and-seamless-tiling/,Building an Infinite Parallax Grid with GSAP and Seamless Tiling,캐러셀·순환 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: infinite, animation, motion, scroll, gsap, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
155,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/09/how-to-create-interactive-droplet-like-metaballs-with-three-js-and-glsl/,"How to Create Interactive, Droplet-like Metaballs with Three.js and GLSL",공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
156,Codrops,tympanus.net,https://tympanus.net/codrops/2025/06/05/how-to-create-responsive-and-seo-friendly-webgl-text/,How to Create Responsive and SEO-friendly WebGL Text,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, scroll",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
157,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/31/building-interactive-3d-cards-in-webflow-with-three-js/,Building Interactive 3D Cards in Webflow with Three.js,공유 원근·깊이 | 모션·전환,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
158,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/27/animated-product-grid-preview-with-gsap-clip-path/,Animated Product Grid Preview with GSAP & Clip-Path,레이어·마스크 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, interactive, gsap, grid",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
159,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/20/behind-the-curtain-building-aurels-grand-theater-from-design-to-code/,Behind the Curtain: Building Aurel’s Grand Theater from Design to Code,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
160,Codrops,tympanus.net,https://tympanus.net/codrops/2025/03/25/stas-bondar-25-the-code-techniques-behind-a-next-level-portfolio/,Stas Bondar ’25: The Code & Techniques Behind a Next-Level Portfolio,공유 원근·깊이 | 모션·전환 | 미니멀·편집,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, gsap, portfolio",채택,"건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능",Codrops 공식 API 항목 확인
