id,source,title,URL,observed_pattern,interaction,clarity,motion_cost,accessibility_risk,SMYC_fit,verdict,evidence_confidence,evidence_terms,evidence_basis
123,Codrops,From Flat to Spatial: Creating a 3D Product Grid with React Three Fiber,https://tympanus.net/codrops/2026/02/24/from-flat-to-spatial-creating-a-3d-product-grid-with-react-three-fiber/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"3d, spatial","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: spatial, 3d, animation, grid, performance"
124,Codrops,Composite Rendering: The Brilliance Behind Inspiring WebGL Transitions,https://tympanus.net/codrops/2026/02/23/composite-rendering-the-brilliance-behind-inspiring-webgl-transitions/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, transition"
125,Codrops,"Joffrey Spitzer Portfolio: A Minimalist Astro + GSAP Build with Reveals, Flip Transitions and Subtle Motion",https://tympanus.net/codrops/2026/02/18/joffrey-spitzer-portfolio-a-minimalist-astro-gsap-build-with-reveals-flip-transitions-and-subtle-motion/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,flip transition,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, animation, motion, transition, gsap, minimal, portfolio"
126,Codrops,Building an Endless Procedural Snake with Three.js and WebGL,https://tympanus.net/codrops/2026/02/10/building-an-endless-procedural-snake-with-three-js-and-webgl/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, motion"
127,Codrops,Making Motion Behave: Inside Vladyslav Penev’s Production-Ready Interaction Systems,https://tympanus.net/codrops/2026/02/04/making-motion-behave-inside-vladyslav-penevs-production-ready-interaction-systems/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, motion, interaction"
128,Codrops,"The Spark: Engineering an Immersive, Story-First Web Experience",https://tympanus.net/codrops/2026/01/09/the-spark-engineering-an-immersive-story-first-web-experience/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, immersive, motion, scroll, performance"
129,Codrops,Simulating Life in the Browser: Creating a Living Particle System for the UntilLabs Website,https://tympanus.net/codrops/2025/12/10/simulating-life-in-the-browser-creating-a-living-particle-system-for-the-untillabs-website/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, motion"
130,Codrops,Building With Perfect Pitch: How Fiddle.Digital Composes High-Performance Digital Experiences,https://tympanus.net/codrops/2025/12/08/building-with-perfect-pitch-how-fiddle-digital-composes-high-performance-digital-experiences/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, reveal, performance"
131,Codrops,Crafting Nature Beyond Technology: A Project from Roots to Leaves,https://tympanus.net/codrops/2025/12/04/crafting-nature-beyond-technology-a-project-from-roots-to-leaves/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation"
132,Codrops,Building The Monolith: Composable Rendering Systems for a 13-Scene WebGL Epic,https://tympanus.net/codrops/2025/11/29/building-the-monolith-composable-rendering-systems-for-a-13-scene-webgl-epic/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, transition"
133,Codrops,Letting the Creative Process Shape a WebGL Portfolio,https://tympanus.net/codrops/2025/11/27/letting-the-creative-process-shape-a-webgl-portfolio/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, three.js, gsap, portfolio"
134,Codrops,"Behind the KAI Design Dept. Experience: WebGL Line Blur, Video Scrubbing, and 3D Animation",https://tympanus.net/codrops/2025/11/20/behind-the-kai-design-dept-experience-webgl-line-blur-video-scrubbing-and-3d-animation/,center-only-fade,중앙 프레임 한 곳에서 콘텐츠를 교체하며 비활성 항목은 opacity로 제거,5/5,낮음 — opacity와 짧은 위치 보정만 필요,낮음 — DOM 활성 상태와 aria-live만 정리하면 됨,3/5,보조안,높음,blur,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation"
135,Codrops,How to Build Cinematic 3D Scroll Experiences with GSAP,https://tympanus.net/codrops/2025/11/19/how-to-build-cinematic-3d-scroll-experiences-with-gsap/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, three.js, immersive, motion, scroll, gsap"
136,Codrops,Building a 3D Infinite Carousel with Reactive Background Gradients,https://tympanus.net/codrops/2025/11/11/building-a-3d-infinite-carousel-with-reactive-background-gradients/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,"carousel, infinite","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, carousel, infinite"
137,Codrops,Animating a 3D Scene with Spline’s New Timeline Tool,https://tympanus.net/codrops/2025/11/05/animating-a-3d-scene-with-splines-new-timeline-tool/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation"
138,Codrops,Creating 3D Scroll-Driven Text Animations with CSS and GSAP,https://tympanus.net/codrops/2025/11/04/creating-3d-scroll-driven-text-animations-with-css-and-gsap/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation, scroll, gsap, performance"
139,Codrops,"The Underdog’s Crown: Clay Boan’s 3D Playground of Design, Motion, and GSAP Magic",https://tympanus.net/codrops/2025/10/14/the-underdogs-crown-clay-boans-3d-playground-of-design-motion-and-gsap-magic/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation, motion, gsap, portfolio"
140,Codrops,How to Build an Immersive 3D Circular Carousel in WordPress Using Droip,https://tympanus.net/codrops/2025/10/13/how-to-build-an-immersive-3d-circular-carousel-in-wordpress-using-droip/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,"carousel, circular","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, carousel"
141,Codrops,Ponpon Mania: How WebGL and GSAP Bring a Comic Sheep’s Dream to Life,https://tympanus.net/codrops/2025/10/07/ponpon-mania-how-webgl-and-gsap-bring-a-comic-sheeps-dream-to-life/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interactive, gsap"
142,Codrops,Creating an Immersive 3D Weather Visualization with React Three Fiber,https://tympanus.net/codrops/2025/09/18/creating-an-immersive-3d-weather-visualization-with-react-three-fiber/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,"3d, immersive","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, interactive"
143,Codrops,Reality meets Emotion: The 3D Storytelling of Célia Lopez,https://tympanus.net/codrops/2025/09/10/reality-meets-emotion-the-3d-storytelling-of-celia-lopez/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, motion"
144,Codrops,Exporting a Cloth Simulation from Blender to an Interactive Three.js Scene,https://tympanus.net/codrops/2025/08/20/exporting-a-cloth-simulation-from-blender-to-an-interactive-three-js-scene/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, interactive"
145,Codrops,Designer Spotlight: Julie Marting,https://tympanus.net/codrops/2025/08/07/designer-spotlight-julie-marting/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,immersive,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, interactive"
146,Codrops,Interactive WebGL Backgrounds: A Quick Guide to Bayer Dithering,https://tympanus.net/codrops/2025/07/30/interactive-webgl-backgrounds-a-quick-guide-to-bayer-dithering/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, interactive"
147,Codrops,"Interactive Text Destruction with Three.js, WebGPU, and TSL",https://tympanus.net/codrops/2025/07/22/interactive-text-destruction-with-three-js-webgpu-and-tsl/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive"
148,Codrops,How To Create Kinetic Image Animations with React Three Fiber,https://tympanus.net/codrops/2025/07/09/how-to-create-kinetic-image-animations-with-react-three-fiber/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,중간,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, animation, motion"
149,Codrops,Invisible Forces: The Making of Phantom.land’s Interactive Grid and 3D Face Particle System,https://tympanus.net/codrops/2025/06/30/invisible-forces-the-making-of-phantom-lands-interactive-grid-and-3d-face-particle-system/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, interactive, gsap, grid"
150,Codrops,"Designing TrueKind: A Skincare Brand’s Journey Through Moodboards, Motion, and Meaning",https://tympanus.net/codrops/2025/06/25/designing-truekind-a-skincare-brands-journey-through-moodboards-motion-and-meaning/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, motion, gsap"
151,Codrops,"Coding a 3D Audio Visualizer with Three.js, GSAP & Web Audio API",https://tympanus.net/codrops/2025/06/18/coding-a-3d-audio-visualizer-with-three-js-gsap-web-audio-api/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, motion, gsap"
152,Codrops,Building an Infinite Marquee Along an SVG Path with React & Motion,https://tympanus.net/codrops/2025/06/17/building-an-infinite-marquee-along-an-svg-path-with-react-motion/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,infinite,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: infinite, motion"
153,Codrops,Developer Spotlight: Robin Payot,https://tympanus.net/codrops/2025/06/12/developer-spotlight-robin-payot/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, interactive"
154,Codrops,Building an Infinite Parallax Grid with GSAP and Seamless Tiling,https://tympanus.net/codrops/2025/06/11/building-an-infinite-parallax-grid-with-gsap-and-seamless-tiling/,partial-visible,중앙 활성 템플릿은 완전 노출하고 좌우 비활성 템플릿의 일부를 남겨 다음·이전 방향을 예고,4/5,중간 — 3개 항목의 위치·스케일·가림 상태를 동기화해야 함,중간 — 비활성 복제본을 inert/aria-hidden 처리하고 중앙 항목만 포커스 가능해야 함,5/5,채택,높음,"parallax, infinite","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: infinite, animation, motion, scroll, gsap, grid"
155,Codrops,"How to Create Interactive, Droplet-like Metaballs with Three.js and GLSL",https://tympanus.net/codrops/2025/06/09/how-to-create-interactive-droplet-like-metaballs-with-three-js-and-glsl/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, interactive"
156,Codrops,How to Create Responsive and SEO-friendly WebGL Text,https://tympanus.net/codrops/2025/06/05/how-to-create-responsive-and-seo-friendly-webgl-text/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, animation, scroll"
157,Codrops,Building Interactive 3D Cards in Webflow with Three.js,https://tympanus.net/codrops/2025/05/31/building-interactive-3d-cards-in-webflow-with-three-js/,layered-stack,템플릿을 Z축·크기·그림자로 중첩하고 중앙 항목을 전면으로 승격,3/5,"높음 — 공유 원근, Z순서, 그림자, 전면 가리개를 함께 보간해야 함",높음 — 겹친 비활성 항목이 시각·키보드 순서를 혼란시킬 수 있음,4/5,조건부 채택,높음,3d,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, interactive"
158,Codrops,Animated Product Grid Preview with GSAP & Clip-Path,https://tympanus.net/codrops/2025/05/27/animated-product-grid-preview-with-gsap-clip-path/,hidden-offstage,활성 템플릿 외 항목은 개구부 밖 또는 마스크 뒤에 완전히 숨기고 전환 시에만 진입,4/5,중간 — 오프스테이지 위치와 마스크 경계의 동기화 필요,중간 — 숨은 항목의 포커스·읽기 순서를 명시적으로 제거해야 함,2/5,조건부 배제,높음,clip,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: clip, interactive, gsap, grid"
159,Codrops,Behind the Curtain: Building Aurel’s Grand Theater from Design to Code,https://tympanus.net/codrops/2025/05/20/behind-the-curtain-building-aurels-grand-theater-from-design-to-code/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, gsap, portfolio"
160,Codrops,Stas Bondar ’25: The Code & Techniques Behind a Next-Level Portfolio,https://tympanus.net/codrops/2025/03/25/stas-bondar-25-the-code-techniques-behind-a-next-level-portfolio/,other,공개 근거에서 비활성 캐러셀 항목의 노출 방식을 확정할 수 없음,1/5,판단 불가,판단 불가,1/5,배제,낮음,직접 단서 없음,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, animation, gsap, portfolio"
